URL,Ignored
https://edgein.netlify.app/,FALSE
https://edgein.netlify.app/blog/,FALSE
https://edgein.netlify.app/tags/ed-gein/,FALSE
https://edgein.netlify.app/sitemap/,FALSE
https://edgein.netlify.app/sitemap.xml,FALSE
https://edgein.netlify.app/gtm-test.html,FALSE
https://edgein.netlify.app/blog/ed-gein-cultural-impact-horror-media/,FALSE
https://edgein.netlify.app/blog/ed-gein-netflix-overview/,FALSE
https://edgein.netlify.app/blog/ed-gein-timeline-key-events/,FALSE
