URL,Included status
https://edgein.netlify.app/,no
https://edgein.netlify.app/blog/,no
https://edgein.netlify.app/blog/ed-gein-cultural-impact-horror-media/,no
https://edgein.netlify.app/blog/ed-gein-timeline-key-events/,no
https://edgein.netlify.app/blog/ed-gein-netflix-overview/,no
https://edgein.netlify.app/tags/ed-gein/,no
https://edgein.netlify.app/sitemap/,no
https://edgein.netlify.app/sitemap.xml,no
https://edgein.netlify.app/gtm-test.html,no

